NOAA/NOS/CO-OPS
Disclaimer: These data are based upon the latest information available as of the date of your request, and may differ from the published tide tables.
Annual Tide Predictions
StationName: SALEM, SALEM HARBOR 
State: MA 
Stationid: 8442645
Prediction Type: Harmonic
From: 20220101 03:01 - 20221231 18:18
Units: Feet and Centimeters
Time Zone: LST_LDT
Datum: MLLW
Interval Type: High/Low

Date 		Day	Time		Pred(Ft)	Pred(cm)	High/Low
2022/09/27	Tue	12:49 PM	9.56		291			H
2022/09/27	Tue	07:00 PM	-0.10		-3			L
2022/09/28	Wed	01:12 AM	9.36		285			H
2022/09/28	Wed	07:16 AM	0.23		7			L
2022/09/28	Wed	01:27 PM	9.87		301			H
2022/09/28	Wed	07:43 PM	-0.34		-10			L
2022/09/29	Thu	01:54 AM	9.29		283			H
2022/09/29	Thu	07:57 AM	0.28		9			L
2022/09/29	Thu	02:08 PM	10.07		307			H
2022/09/29	Thu	08:30 PM	-0.45		-14			L
2022/09/30	Fri	02:40 AM	9.11		278			H
2022/09/30	Fri	08:43 AM	0.42		13			L
2022/09/30	Fri	02:55 PM	10.13		309			H
2022/09/30	Fri	09:21 PM	-0.42		-13			L
2022/10/01	Sat	03:32 AM	8.85		270			H
2022/10/01	Sat	09:34 AM	0.64		20			L
2022/10/01	Sat	03:48 PM	10.06		307			H
2022/10/01	Sat	10:17 PM	-0.28		-9			L
2022/10/02	Sun	04:30 AM	8.56		261			H
2022/10/02	Sun	10:30 AM	0.87		27			L
2022/10/02	Sun	04:47 PM	9.91		302			H
2022/10/02	Sun	11:18 PM	-0.10		-3			L
2022/10/03	Mon	05:34 AM	8.35		255			H
2022/10/03	Mon	11:33 AM	1.04		32			L
2022/10/03	Mon	05:53 PM	9.77		298			H
2022/10/04	Tue	12:24 AM	0.01		0			L
2022/10/04	Tue	06:44 AM	8.33		254			H
2022/10/04	Tue	12:40 PM	1.05		32			L
2022/10/04	Tue	07:04 PM	9.75		297			H
2022/10/05	Wed	01:31 AM	-0.03		-1			L
2022/10/05	Wed	07:52 AM	8.57		261			H
2022/10/05	Wed	01:49 PM	0.84		26			L
2022/10/05	Wed	08:12 PM	9.88		301			H
2022/10/06	Thu	02:35 AM	-0.18		-5			L
2022/10/06	Thu	08:56 AM	8.98		274			H
2022/10/06	Thu	02:54 PM	0.47		14			L
2022/10/06	Thu	09:16 PM	10.05		306			H
2022/10/07	Fri	03:34 AM	-0.37		-11			L
2022/10/07	Fri	09:53 AM	9.45		288			H
2022/10/07	Fri	03:55 PM	0.04		1			L
2022/10/07	Fri	10:14 PM	10.17		310			H
2022/10/08	Sat	04:27 AM	-0.49		-15			L
2022/10/08	Sat	10:45 AM	9.86		301			H
2022/10/08	Sat	04:49 PM	-0.33		-10			L
2022/10/08	Sat	11:07 PM	10.18		310			H
2022/10/09	Sun	05:15 AM	-0.48		-15			L
2022/10/09	Sun	11:32 AM	10.15		309			H
2022/10/09	Sun	05:39 PM	-0.56		-17			L
2022/10/09	Sun	11:56 PM	10.04		306			H
2022/10/10	Mon	05:59 AM	-0.33		-10			L
2022/10/10	Mon	12:15 PM	10.27		313			H
2022/10/10	Mon	06:25 PM	-0.63		-19			L
2022/10/11	Tue	12:41 AM	9.76		297			H
2022/10/11	Tue	06:41 AM	-0.04		-1			L
2022/10/11	Tue	12:56 PM	10.20		311			H
2022/10/11	Tue	07:09 PM	-0.53		-16			L
2022/10/12	Wed	01:25 AM	9.38		286			H
2022/10/12	Wed	07:21 AM	0.34		10			L
2022/10/12	Wed	01:36 PM	9.99		304			H
2022/10/12	Wed	07:52 PM	-0.29		-9			L
2022/10/13	Thu	02:08 AM	8.94		272			H
2022/10/13	Thu	08:02 AM	0.77		23			L
2022/10/13	Thu	02:17 PM	9.68		295			H
2022/10/13	Thu	08:35 PM	0.04		1			L
2022/10/14	Fri	02:51 AM	8.48		258			H
2022/10/14	Fri	08:44 AM	1.21		37			L
2022/10/14	Fri	02:59 PM	9.30		283			H
2022/10/14	Fri	09:20 PM	0.42		13			L
2022/10/15	Sat	03:37 AM	8.05		245			H
2022/10/15	Sat	09:29 AM	1.62		49			L
2022/10/15	Sat	03:44 PM	8.90		271			H
2022/10/15	Sat	10:09 PM	0.80		24			L
2022/10/16	Sun	04:26 AM	7.67		234			H
2022/10/16	Sun	10:18 AM	1.97		60			L
2022/10/16	Sun	04:35 PM	8.54		260			H
2022/10/16	Sun	11:00 PM	1.14		35			L
2022/10/17	Mon	05:21 AM	7.39		225			H
2022/10/17	Mon	11:12 AM	2.23		68			L
2022/10/17	Mon	05:31 PM	8.27		252			H
2022/10/17	Mon	11:57 PM	1.38		42			L
2022/10/18	Tue	06:20 AM	7.28		222			H
2022/10/18	Tue	12:10 PM	2.34		71			L
2022/10/18	Tue	06:31 PM	8.13		248			H
2022/10/19	Wed	12:55 AM	1.46		45			L
2022/10/19	Wed	07:20 AM	7.36		224			H
2022/10/19	Wed	01:10 PM	2.26		69			L
2022/10/19	Wed	07:32 PM	8.16		249			H
2022/10/20	Thu	01:51 AM	1.38		42			L
2022/10/20	Thu	08:15 AM	7.62		232			H
2022/10/20	Thu	02:08 PM	2.00		61			L
2022/10/20	Thu	08:27 PM	8.31		253			H
2022/10/21	Fri	02:42 AM	1.21		37			L
2022/10/21	Fri	09:03 AM	7.99		244			H
2022/10/21	Fri	02:59 PM	1.62		49			L
2022/10/21	Fri	09:16 PM	8.51		259			H
2022/10/22	Sat	03:27 AM	0.99		30			L
2022/10/22	Sat	09:45 AM	8.41		256			H
2022/10/22	Sat	03:47 PM	1.15		35			L
2022/10/22	Sat	10:01 PM	8.73		266			H
2022/10/23	Sun	04:08 AM	0.77		23			L
2022/10/23	Sun	10:24 AM	8.88		271			H
2022/10/23	Sun	04:30 PM	0.64		20			L
2022/10/23	Sun	10:44 PM	8.94		272			H
2022/10/24	Mon	04:48 AM	0.56		17			L
2022/10/24	Mon	11:02 AM	9.37		286			H
2022/10/24	Mon	05:12 PM	0.12		4			L
2022/10/24	Mon	11:25 PM	9.12		278			H
2022/10/25	Tue	05:27 AM	0.38		12			L
2022/10/25	Tue	11:39 AM	9.84		300			H
2022/10/25	Tue	05:54 PM	-0.35		-11			L
2022/10/26	Wed	12:06 AM	9.26		282			H
2022/10/26	Wed	06:06 AM	0.25		8			L
2022/10/26	Wed	12:18 PM	10.25		312			H
2022/10/26	Wed	06:37 PM	-0.73		-22			L
2022/10/27	Thu	12:49 AM	9.33		284			H
2022/10/27	Thu	06:48 AM	0.19		6			L
2022/10/27	Thu	12:59 PM	10.54		321			H
2022/10/27	Thu	07:23 PM	-0.95		-29			L
2022/10/28	Fri	01:35 AM	9.29		283			H
2022/10/28	Fri	07:32 AM	0.23		7			L
2022/10/28	Fri	01:45 PM	10.67		325			H
2022/10/28	Fri	08:12 PM	-0.99		-30			L
2022/10/29	Sat	02:24 AM	9.15		279			H
2022/10/29	Sat	08:22 AM	0.36		11			L
2022/10/29	Sat	02:36 PM	10.62		324			H
2022/10/29	Sat	09:05 PM	-0.88		-27			L
2022/10/30	Sun	03:19 AM	8.94		272			H
2022/10/30	Sun	09:16 AM	0.55		17			L
2022/10/30	Sun	03:32 PM	10.41		317			H
2022/10/30	Sun	10:02 PM	-0.65		-20			L
2022/10/31	Mon	04:18 AM	8.74		266			H
2022/10/31	Mon	10:16 AM	0.76		23			L
2022/10/31	Mon	04:34 PM	10.12		308			H
2022/10/31	Mon	11:04 PM	-0.39		-12			L
2022/11/01	Tue	05:23 AM	8.64		263			H
2022/11/01	Tue	11:21 AM	0.90		27			L
2022/11/01	Tue	05:41 PM	9.84		300			H
2022/11/02	Wed	12:08 AM	-0.19		-6			L
2022/11/02	Wed	06:32 AM	8.72		266			H
2022/11/02	Wed	12:30 PM	0.89		27			L
2022/11/02	Wed	06:51 PM	9.67		295			H
2022/11/03	Thu	01:14 AM	-0.11		-3			L
2022/11/03	Thu	07:39 AM	9.01		275			H
2022/11/03	Thu	01:39 PM	0.68		21			L
2022/11/03	Thu	08:00 PM	9.62		293			H
2022/11/04	Fri	02:16 AM	-0.10		-3			L
2022/11/04	Fri	08:40 AM	9.40		287			H
2022/11/04	Fri	02:44 PM	0.34		10			L
2022/11/04	Fri	09:03 PM	9.61		293			H
2022/11/05	Sat	03:13 AM	-0.10		-3			L
2022/11/05	Sat	09:35 AM	9.78		298			H
2022/11/05	Sat	03:44 PM	-0.02		-1			L
2022/11/05	Sat	10:00 PM	9.57		292			H
2022/11/06	Sun	03:05 AM	-0.04		-1			L
2022/11/06	Sun	09:25 AM	10.05		306			H
2022/11/06	Sun	03:37 PM	-0.28		-9			L
2022/11/06	Sun	09:53 PM	9.46		288			H
2022/11/07	Mon	03:52 AM	0.12		4			L
2022/11/07	Mon	10:10 AM	10.17		310			H
2022/11/07	Mon	04:25 PM	-0.41		-12			L
2022/11/07	Mon	10:40 PM	9.27		283			H
2022/11/08	Tue	04:34 AM	0.36		11			L
2022/11/08	Tue	10:52 AM	10.14		309			H
2022/11/08	Tue	05:08 PM	-0.40		-12			L
2022/11/08	Tue	11:24 PM	9.00		274			H
2022/11/09	Wed	05:14 AM	0.67		20			L
2022/11/09	Wed	11:31 AM	9.97		304			H
2022/11/09	Wed	05:48 PM	-0.26		-8			L
2022/11/10	Thu	12:04 AM	8.69		265			H
2022/11/10	Thu	05:53 AM	0.99		30			L
2022/11/10	Thu	12:08 PM	9.73		297			H
2022/11/10	Thu	06:28 PM	-0.03		-1			L
2022/11/11	Fri	12:44 AM	8.37		255			H
2022/11/11	Fri	06:31 AM	1.30		40			L
2022/11/11	Fri	12:46 PM	9.45		288			H
2022/11/11	Fri	07:08 PM	0.24		7			L
2022/11/12	Sat	01:24 AM	8.07		246			H
2022/11/12	Sat	07:12 AM	1.59		48			L
2022/11/12	Sat	01:25 PM	9.15		279			H
2022/11/12	Sat	07:50 PM	0.52		16			L
2022/11/13	Sun	02:06 AM	7.81		238			H
2022/11/13	Sun	07:55 AM	1.84		56			L
2022/11/13	Sun	02:09 PM	8.85		270			H
2022/11/13	Sun	08:35 PM	0.80		24			L
2022/11/14	Mon	02:52 AM	7.59		231			H
2022/11/14	Mon	08:43 AM	2.06		63			L
2022/11/14	Mon	02:56 PM	8.57		261			H
2022/11/14	Mon	09:24 PM	1.04		32			L
2022/11/15	Tue	03:42 AM	7.46		227			H
2022/11/15	Tue	09:34 AM	2.21		67			L
2022/11/15	Tue	03:48 PM	8.32		254			H
2022/11/15	Tue	10:15 PM	1.21		37			L
2022/11/16	Wed	04:36 AM	7.44		227			H
2022/11/16	Wed	10:30 AM	2.26		69			L
2022/11/16	Wed	04:44 PM	8.14		248			H
2022/11/16	Wed	11:08 PM	1.30		40			L
2022/11/17	Thu	05:32 AM	7.58		231			H
2022/11/17	Thu	11:28 AM	2.16		66			L
2022/11/17	Thu	05:43 PM	8.08		246			H
2022/11/18	Fri	12:02 AM	1.29		39			L
2022/11/18	Fri	06:26 AM	7.87		240			H
2022/11/18	Fri	12:26 PM	1.88		57			L
2022/11/18	Fri	06:40 PM	8.13		248			H
2022/11/19	Sat	12:52 AM	1.19		36			L
2022/11/19	Sat	07:15 AM	8.29		253			H
2022/11/19	Sat	01:20 PM	1.45		44			L
2022/11/19	Sat	07:33 PM	8.27		252			H
2022/11/20	Sun	01:40 AM	1.04		32			L
2022/11/20	Sun	07:59 AM	8.78		268			H
2022/11/20	Sun	02:10 PM	0.92		28			L
2022/11/20	Sun	08:22 PM	8.47		258			H
2022/11/21	Mon	02:25 AM	0.85		26			L
2022/11/21	Mon	08:42 AM	9.31		284			H
2022/11/21	Mon	02:57 PM	0.34		10			L
2022/11/21	Mon	09:09 PM	8.70		265			H
2022/11/22	Tue	03:09 AM	0.65		20			L
2022/11/22	Tue	09:24 AM	9.85		300			H
2022/11/22	Tue	03:44 PM	-0.24		-7			L
2022/11/22	Tue	09:56 PM	8.92		272			H
2022/11/23	Wed	03:52 AM	0.44		13			L
2022/11/23	Wed	10:07 AM	10.36		316			H
2022/11/23	Wed	04:30 PM	-0.76		-23			L
2022/11/23	Wed	10:42 PM	9.12		278			H
2022/11/24	Thu	04:37 AM	0.26		8			L
2022/11/24	Thu	10:51 AM	10.78		329			H
2022/11/24	Thu	05:17 PM	-1.14		-35			L
2022/11/24	Thu	11:29 PM	9.26		282			H
2022/11/25	Fri	05:24 AM	0.13		4			L
2022/11/25	Fri	11:38 AM	11.05		337			H
2022/11/25	Fri	06:05 PM	-1.35		-41			L
2022/11/26	Sat	12:18 AM	9.30		283			H
2022/11/26	Sat	06:13 AM	0.09		3			L
2022/11/26	Sat	12:28 PM	11.13		339			H
2022/11/26	Sat	06:56 PM	-1.37		-42			L
2022/11/27	Sun	01:11 AM	9.27		283			H
2022/11/27	Sun	07:05 AM	0.15		5			L
2022/11/27	Sun	01:22 PM	11.01		336			H
2022/11/27	Sun	07:51 PM	-1.23		-37			L
2022/11/28	Mon	02:06 AM	9.20		280			H
2022/11/28	Mon	08:02 AM	0.29		9			L
2022/11/28	Mon	02:19 PM	10.73		327			H
2022/11/28	Mon	08:48 PM	-0.98		-30			L
2022/11/29	Tue	03:06 AM	9.13		278			H
2022/11/29	Tue	09:03 AM	0.45		14			L
2022/11/29	Tue	03:21 PM	10.33		315			H
2022/11/29	Tue	09:47 PM	-0.68		-21			L
2022/11/30	Wed	04:09 AM	9.13		278			H
2022/11/30	Wed	10:08 AM	0.58		18			L
2022/11/30	Wed	04:27 PM	9.90		302			H
2022/11/30	Wed	10:49 PM	-0.38		-12			L
2022/12/01	Thu	05:13 AM	9.23		281			H
2022/12/01	Thu	11:16 AM	0.60		18			L
2022/12/01	Thu	05:35 PM	9.53		290			H
2022/12/01	Thu	11:51 PM	-0.11		-3			L
2022/12/02	Fri	06:17 AM	9.45		288			H
2022/12/02	Fri	12:24 PM	0.49		15			L
2022/12/02	Fri	06:42 PM	9.27		283			H
2022/12/03	Sat	12:51 AM	0.10		3			L
2022/12/03	Sat	07:17 AM	9.69		295			H
2022/12/03	Sat	01:29 PM	0.29		9			L
2022/12/03	Sat	07:45 PM	9.08		277			H
2022/12/04	Sun	01:47 AM	0.31		9			L
2022/12/04	Sun	08:12 AM	9.88		301			H
2022/12/04	Sun	02:28 PM	0.08		2			L
2022/12/04	Sun	08:43 PM	8.91		272			H
2022/12/05	Mon	02:39 AM	0.53		16			L
2022/12/05	Mon	09:02 AM	9.97		304			H
2022/12/05	Mon	03:21 PM	-0.05		-2			L
2022/12/05	Mon	09:36 PM	8.75		267			H
2022/12/06	Tue	03:27 AM	0.77		23			L
2022/12/06	Tue	09:48 AM	9.94		303			H
2022/12/06	Tue	04:08 PM	-0.08		-2			L
2022/12/06	Tue	10:24 PM	8.56		261			H
2022/12/07	Wed	04:10 AM	1.02		31			L
2022/12/07	Wed	10:29 AM	9.82		299			H
2022/12/07	Wed	04:50 PM	-0.02		-1			L
2022/12/07	Wed	11:06 PM	8.36		255			H
2022/12/08	Thu	04:50 AM	1.25		38			L
2022/12/08	Thu	11:08 AM	9.64		294			H
2022/12/08	Thu	05:29 PM	0.11		3			L
2022/12/08	Thu	11:45 PM	8.16		249			H
2022/12/09	Fri	05:28 AM	1.45		44			L
2022/12/09	Fri	11:45 AM	9.46		288			H
2022/12/09	Fri	06:06 PM	0.27		8			L
2022/12/10	Sat	12:22 AM	7.98		243			H
2022/12/10	Sat	06:06 AM	1.61		49			L
2022/12/10	Sat	12:21 PM	9.28		283			H
2022/12/10	Sat	06:44 PM	0.42		13			L
2022/12/11	Sun	01:00 AM	7.84		239			H
2022/12/11	Sun	06:45 AM	1.74		53			L
2022/12/11	Sun	12:59 PM	9.11		278			H
2022/12/11	Sun	07:23 PM	0.57		17			L
2022/12/12	Mon	01:39 AM	7.75		236			H
2022/12/12	Mon	07:26 AM	1.84		56			L
2022/12/12	Mon	01:39 PM	8.93		272			H
2022/12/12	Mon	08:05 PM	0.70		21			L
2022/12/13	Tue	02:20 AM	7.70		235			H
2022/12/13	Tue	08:11 AM	1.92		59			L
2022/12/13	Tue	02:23 PM	8.73		266			H
2022/12/13	Tue	08:49 PM	0.83		25			L
2022/12/14	Wed	03:05 AM	7.71		235			H
2022/12/14	Wed	09:00 AM	1.97		60			L
2022/12/14	Wed	03:10 PM	8.51		259			H
2022/12/14	Wed	09:35 PM	0.95		29			L
2022/12/15	Thu	03:53 AM	7.79		237			H
2022/12/15	Thu	09:51 AM	1.96		60			L
2022/12/15	Thu	04:00 PM	8.30		253			H
2022/12/15	Thu	10:23 PM	1.06		32			L
2022/12/16	Fri	04:43 AM	7.96		243			H
2022/12/16	Fri	10:46 AM	1.85		56			L
2022/12/16	Fri	04:55 PM	8.13		248			H
2022/12/16	Fri	11:12 PM	1.14		35			L
2022/12/17	Sat	05:34 AM	8.24		251			H
2022/12/17	Sat	11:42 AM	1.61		49			L
2022/12/17	Sat	05:52 PM	8.05		245			H
2022/12/18	Sun	12:03 AM	1.15		35			L
2022/12/18	Sun	06:24 AM	8.62		263			H
2022/12/18	Sun	12:38 PM	1.22		37			L
2022/12/18	Sun	06:49 PM	8.09		247			H
2022/12/19	Mon	12:53 AM	1.09		33			L
2022/12/19	Mon	07:14 AM	9.09		277			H
2022/12/19	Mon	01:33 PM	0.71		22			L
2022/12/19	Mon	07:43 PM	8.23		251			H
2022/12/20	Tue	01:43 AM	0.96		29			L
2022/12/20	Tue	08:02 AM	9.62		293			H
2022/12/20	Tue	02:25 PM	0.15		5			L
2022/12/20	Tue	08:37 PM	8.45		258			H
2022/12/21	Wed	02:33 AM	0.75		23			L
2022/12/21	Wed	08:51 AM	10.15		309			H
2022/12/21	Wed	03:17 PM	-0.42		-13			L
2022/12/21	Wed	09:29 PM	8.71		265			H
2022/12/22	Thu	03:23 AM	0.50		15			L
2022/12/22	Thu	09:40 AM	10.66		325			H
2022/12/22	Thu	04:08 PM	-0.93		-28			L
2022/12/22	Thu	10:21 PM	8.98		274			H
2022/12/23	Fri	04:14 AM	0.23		7			L
2022/12/23	Fri	10:31 AM	11.08		338			H
2022/12/23	Fri	04:59 PM	-1.31		-40			L
2022/12/23	Fri	11:12 PM	9.23		281			H
2022/12/24	Sat	05:05 AM	-0.01		-0			L
2022/12/24	Sat	11:22 AM	11.36		346			H
2022/12/24	Sat	05:50 PM	-1.54		-47			L
2022/12/25	Sun	12:04 AM	9.42		287			H
2022/12/25	Sun	05:57 AM	-0.16		-5			L
2022/12/25	Sun	12:15 PM	11.43		348			H
2022/12/25	Sun	06:42 PM	-1.59		-48			L
2022/12/26	Mon	12:57 AM	9.55		291			H
2022/12/26	Mon	06:52 AM	-0.20		-6			L
2022/12/26	Mon	01:10 PM	11.28		344			H
2022/12/26	Mon	07:36 PM	-1.47		-45			L
2022/12/27	Tue	01:52 AM	9.63		294			H
2022/12/27	Tue	07:49 AM	-0.13		-4			L
2022/12/27	Tue	02:07 PM	10.93		333			H
2022/12/27	Tue	08:30 PM	-1.21		-37			L
2022/12/28	Wed	02:49 AM	9.66		294			H
2022/12/28	Wed	08:49 AM	0.01		0			L
2022/12/28	Wed	03:06 PM	10.43		318			H
2022/12/28	Wed	09:26 PM	-0.83		-25			L
2022/12/29	Thu	03:47 AM	9.67		295			H
2022/12/29	Thu	09:51 AM	0.18		5			L
2022/12/29	Thu	04:07 PM	9.85		300			H
2022/12/29	Thu	10:23 PM	-0.39		-12			L
2022/12/30	Fri	04:48 AM	9.67		295			H
2022/12/30	Fri	10:56 AM	0.33		10			L
2022/12/30	Fri	05:12 PM	9.29		283			H
2022/12/30	Fri	11:21 PM	0.07		2			L
2022/12/31	Sat	05:49 AM	9.68		295			H
2022/12/31	Sat	12:01 PM	0.41		12			L
2022/12/31	Sat	06:18 PM	8.84		269			H
